Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Flood?
35.5,26.9,164.0,82.0,2.8,6.0,1.0
38.2,26.4,345.0,83.0,2.9,6.2,1.0
35.5,22.9,74.0,79.0,2.5,3.0,0.0
31.8,17.3,36.0,75.0,2.0,1.9,0.0
28.6,13.0,1.0,85.0,2.1,2.1,0.0
28.5,10.3,0.0,76.0,2.5,0.9,0.0
32.5,15.1,22.0,67.0,2.7,1.3,0.0
35.7,19.9,3.0,63.0,3.3,1.0,0.0
37.2,22.8,0.0,73.0,0.0,3.3,0.0
37.4,24.5,152.0,81.0,3.2,6.3,1.0
37.2,26.9,204.0,79.0,2.7,5.4,1.0
35.0,26.9,283.0,81.0,3.2,6.0,1.0
35.8,26.5,256.0,86.0,3.0,6.1,1.0
36.3,26.5,99.0,81.0,2.4,5.2,1.0
35.5,23.8,200.0,83.0,2.4,4.5,1.0
32.3,17.4,0.0,74.0,1.6,0.9,0.0
30.5,14.1,0.0,79.0,1.7,1.3,0.0
25.9,13.5,5.625,76.5,0.0,0.8,0.0
29.7,15.9,15.35416667,72.45833333,0.7,1.2,0.0
35.7,21.4,60.1875,71.91666667,2.4,1.5,0.0
36.7,23.7,133.2708333,76.35416667,4.5,1.7,1.0
33.4,24.7,260.5625,79.5625,1.4,3.6,1.0
35.0,25.9,355.5,84.95833333,4.3,3.6,1.0
33.3,25.5,423.875,86.45833333,3.9,4.5,1.0
33.3,25.8,335.9375,85.66666667,4.2,4.0,1.0
33.9,26.0,257.375,85.41666667,3.3,3.7,1.0
33.3,25.1,140.1875,82.10416667,2.9,3.1,0.0
31.1,20.7,32.125,78.33333333,2.5,0.9,0.0
30.6,15.9,5.5625,77.75,1.7,0.3,0.0
25.9,13.5,5.625,76.5,0.6,0.8,0.0
29.7,15.9,15.35416667,72.45833333,0.7,1.1,0.0
32.8,20.6,60.1875,71.91666667,1.3,1.7,0.0
33.4,23.5,133.2708333,76.35416667,1.8,2.6,0.0
33.4,24.7,260.5625,79.5625,1.4,3.6,1.0
33.3,25.8,355.5,84.95833333,1.4,4.8,1.0
31.8,25.8,423.875,86.45833333,1.4,5.3,1.0
31.9,25.9,335.9375,85.66666667,1.2,5.3,1.0
32.2,25.7,257.375,85.41666667,1.0,4.4,1.0
32.1,24.1,140.1875,82.10416667,0.7,2.7,0.0
30.8,19.9,32.125,78.33333333,0.6,1.5,0.0
27.3,15.1,5.5625,77.75,0.5,0.7,0.0
27.8,15.0,8.0,74.0,2.7,1.1,0.0
33.3,17.7,0.0,73.0,2.1,0.0,0.0
37.5,21.0,0.0,67.0,3.7,1.3,0.0
36.7,24.6,25.0,66.0,4.7,1.6,0.0
37.2,26.1,128.0,71.0,3.2,2.3,0.0
35.6,26.1,353.0,87.0,4.1,6.3,1.0
37.2,26.4,238.0,86.0,3.6,5.5,1.0
33.3,25.9,317.0,89.0,3.2,6.6,1.0
33.9,25.1,300.0,85.0,3.4,4.0,1.0
34.4,23.8,219.0,83.0,2.4,1.7,1.0
31.1,20.8,9.0,79.0,2.8,1.5,0.0
28.9,15.7,32.0,80.0,2.5,1.2,0.0
27.2,15.4,21.0,78.0,2.7,1.8,0.0
33.3,16.9,0.0,78.0,2.7,0.7,0.0
33.3,20.1,83.0,76.0,3.4,2.5,0.0
37.3,23.2,311.0,69.0,3.9,2.4,1.0
35.6,25.3,109.0,83.0,2.4,3.1,0.0
34.4,25.7,163.0,84.0,2.4,4.4,1.0
35.6,26.0,383.0,88.0,3.1,5.4,1.0
33.3,26.2,296.0,88.0,2.2,5.5,1.0
33.3,25.7,321.0,89.0,1.6,4.7,1.0
33.3,23.9,125.0,81.0,0.9,1.7,0.0
30.6,17.7,0.0,76.0,0.1,0.0,0.0
28.3,15.1,0.0,79.0,0.1,0.1,0.0
27.8,13.6,0.0,74.0,0.3,0.4,0.0
31.1,15.1,0.0,72.0,0.3,1.2,0.0
35.0,21.1,126.0,67.0,0.8,0.9,0.0
36.7,23.1,73.0,71.0,1.3,1.2,0.0
39.4,25.1,217.0,75.0,2.3,1.7,1.0
33.3,25.5,565.0,88.0,1.4,3.1,1.0
33.4,26.4,501.0,87.0,1.4,3.7,1.0
33.9,26.6,657.0,87.0,1.1,3.9,1.0
35.0,26.9,101.0,85.0,0.8,3.5,1.0
33.3,24.6,96.0,82.0,0.7,2.9,0.0
30.6,20.0,1.0,78.0,0.4,1.0,0.0
28.3,15.6,0.0,75.0,0.6,0.0,0.0
31.7,13.4,0.0,76.0,0.4,0.1,0.0
35.0,16.5,0.0,70.0,0.4,0.6,0.0
36.1,21.4,28.0,74.0,9.3,0.8,0.0
36.7,24.2,194.0,73.0,4.1,1.7,1.0
37.2,26.0,8.0,72.0,0.7,1.5,0.0
34.4,26.4,484.0,89.0,0.9,3.4,1.0
33.9,26.2,423.0,91.0,1.0,3.8,1.0
33.9,25.8,367.0,90.0,1.1,4.4,1.0
34.4,26.3,292.0,84.0,1.1,3.3,1.0
33.3,24.7,75.0,79.0,0.2,1.4,0.0
32.8,19.8,14.0,75.0,0.1,0.5,0.0
27.2,15.7,0.0,74.0,0.2,0.3,0.0
25.6,14.0,0.0,74.0,0.3,0.2,0.0
31.1,17.1,0.0,73.0,0.4,0.9,0.0
35.6,21.5,13.0,69.0,1.2,1.5,0.0
35.0,24.2,71.0,74.0,1.3,1.8,0.0
35.6,26.1,57.0,73.0,1.8,2.9,0.0
34.4,25.9,387.0,87.0,1.6,3.7,1.0
34.4,25.8,433.0,89.0,1.4,3.6,1.0
33.9,25.9,172.0,88.0,1.2,3.4,1.0
33.3,26.0,208.0,89.0,1.1,3.4,1.0
33.3,24.5,238.0,87.0,1.3,2.7,1.0
32.2,19.6,1.0,78.0,1.0,1.1,0.0
26.6,14.5,0.0,74.0,0.5,0.0,0.0
25.0,13.9,3.0,75.0,0.6,0.8,0.0
30.6,15.3,8.0,72.0,1.6,1.1,0.0
32.8,20.4,54.0,71.0,0.3,1.7,0.0
33.4,23.5,135.0,75.0,1.8,2.6,0.0
33.4,24.7,251.0,79.0,1.4,3.6,1.0
33.3,25.8,347.0,84.0,1.4,4.8,1.0
31.8,25.8,426.0,86.0,1.4,5.3,1.0
31.9,25.9,332.0,85.0,1.2,5.3,1.0
33.9,25.9,229.0,85.0,0.8,4.4,1.0
33.3,24.2,106.0,81.0,1.7,2.7,0.0
29.4,18.3,29.0,78.0,1.9,1.5,0.0
27.1,15.0,2.0,77.0,0.2,0.7,0.0
25.9,13.5,3.0,75.0,0.6,0.8,0.0
30.5,16.0,8.0,72.0,0.7,1.2,0.0
32.8,20.6,54.0,71.0,1.3,1.7,0.0
33.4,23.5,135.0,75.0,1.8,2.6,0.0
33.4,24.7,251.0,79.0,1.4,3.6,1.0
33.3,25.8,347.0,84.0,1.4,4.8,1.0
31.8,25.8,426.0,86.0,1.4,5.3,1.0
31.9,25.9,332.0,85.0,1.2,5.3,1.0
32.2,25.7,229.0,85.0,1.0,4.4,1.0
32.1,24.1,106.0,81.0,0.7,2.7,0.0
30.8,19.9,29.0,78.0,0.6,1.5,0.0
27.3,15.1,2.0,77.0,0.5,0.7,0.0
27.2,14.4,0.0,75.0,1.0,0.2,0.0
31.7,17.3,0.0,72.0,1.4,0.8,0.0
33.9,19.7,2.0,71.0,1.7,1.2,0.0
35.6,25.0,54.0,75.0,4.0,2.3,0.0
33.3,23.9,454.0,79.0,2.6,3.2,1.0
33.9,25.6,212.0,84.0,2.1,3.6,1.0
34.4,25.9,489.0,86.0,2.9,3.6,1.0
33.3,25.2,53.0,85.0,2.7,3.3,0.0
32.2,25.7,231.0,85.0,2.4,3.5,1.0
33.3,24.6,172.0,81.0,2.5,2.5,0.0
31.7,20.2,21.0,78.0,1.0,1.2,0.0
26.9,16.2,1.0,77.0,1.1,0.5,0.0
27.2,13.7,0.0,69.0,1.1,0.1,0.0
32.8,15.5,0.0,62.0,1.0,0.0,0.0
36.1,21.0,274.0,72.0,1.4,1.2,1.0
35.0,23.1,127.0,78.0,2.6,2.7,0.0
37.2,23.8,330.0,79.0,2.6,3.7,1.0
37.2,25.0,300.0,86.0,2.3,3.9,1.0
32.6,24.8,579.0,90.0,1.3,4.8,1.0
33.3,24.3,210.0,88.0,1.5,4.8,1.0
35.0,25.1,2.0,86.0,1.1,3.2,0.0
35.7,24.7,19.0,84.0,1.0,2.9,0.0
33.3,22.7,1.0,80.0,1.1,1.7,0.0
27.1,14.1,0.0,72.0,1.0,0.0,0.0
27.2,13.4,0.0,72.0,1.1,0.1,0.0
31.7,14.1,0.0,69.0,1.0,0.4,0.0
36.1,19.6,1.0,70.0,1.0,0.8,0.0
35.6,23.8,2.0,73.0,2.5,1.7,0.0
35.6,23.6,101.0,76.0,2.3,2.6,0.0
35.6,25.6,176.0,85.0,1.2,3.5,1.0
33.3,25.0,525.0,90.0,1.6,4.6,1.0
35.0,25.6,124.0,87.0,1.7,3.6,1.0
33.9,25.2,147.0,90.0,1.8,3.8,1.0
35.6,25.3,15.0,83.0,1.3,2.8,0.0
31.7,19.6,7.0,80.0,1.0,1.9,0.0
28.9,14.1,0.0,74.0,1.1,0.0,0.0
28.9,13.7,0.0,75.0,1.0,0.0,0.0
32.2,16.8,0.0,72.0,1.0,0.2,0.0
36.1,22.0,9.0,71.0,2.3,0.4,0.0
36.7,22.8,15.0,75.0,3.6,1.0,0.0
35.6,24.4,64.0,79.0,2.9,3.0,0.0
33.9,25.4,225.0,84.0,2.4,2.7,1.0
33.3,26.2,165.0,86.0,2.8,3.5,1.0
33.3,26.3,332.0,85.0,1.2,5.3,1.0
36.3,25.8,113.0,85.0,2.5,2.1,1.0
34.4,24.7,14.0,81.0,1.4,1.5,0.0
34.4,21.2,1.0,78.0,1.0,1.0,0.0
29.4,16.4,0.0,77.0,1.0,0.1,0.0
27.8,13.5,0.0,75.0,1.2,0.0,0.0
31.7,16.6,6.0,72.0,1.3,0.7,0.0
33.3,21.1,46.0,71.0,1.8,1.0,0.0
33.4,23.5,135.0,75.0,1.8,2.6,0.0
33.4,24.7,251.0,79.0,1.4,3.6,1.0
33.3,25.8,347.0,84.0,1.4,4.8,1.0
31.8,25.8,426.0,86.0,1.4,5.3,1.0
33.3,26.1,276.0,85.0,1.6,6.1,1.0
34.4,25.8,154.0,85.0,0.9,4.9,1.0
32.8,22.8,80.0,81.0,0.7,3.1,0.0
31.1,19.6,122.0,78.0,0.2,2.9,0.0
29.4,13.7,0.0,77.0,0.2,1.2,0.0
25.9,13.5,3.0,75.0,0.6,0.8,0.0
29.7,15.9,8.0,72.0,0.7,1.1,0.0
32.8,20.6,54.0,71.0,1.3,1.7,0.0
33.4,23.5,135.0,75.0,1.8,2.6,0.0
33.4,24.7,251.0,79.0,1.4,3.6,1.0
33.3,25.8,347.0,84.0,1.4,4.8,1.0
31.8,25.8,426.0,86.0,1.4,5.3,1.0
31.9,25.9,332.0,85.0,1.2,5.3,1.0
32.2,25.7,229.0,85.0,1.0,4.4,1.0
32.1,24.1,106.0,81.0,0.7,2.7,0.0
30.8,19.9,29.0,78.0,0.6,1.5,0.0
27.3,15.1,2.0,77.0,0.5,0.7,0.0
28.0,11.8,38.0,73.0,0.0,1.0,0.0
31.0,12.9,21.0,70.0,0.3,1.5,0.0
35.0,18.3,7.0,66.0,0.9,3.0,0.0
37.0,22.3,115.0,75.0,0.8,2.5,0.0
37.0,24.6,218.0,80.0,0.9,3.0,1.0
37.0,24.6,629.0,87.0,1.3,5.7,1.0
33.2,24.3,556.0,87.0,1.3,5.9,1.0
32.1,25.9,38.0,86.0,1.2,5.3,0.0
35.5,25.2,289.0,87.0,0.5,5.0,1.0
32.8,22.7,32.0,83.0,0.3,2.8,0.0
32.7,20.7,10.0,81.0,0.1,2.3,0.0
28.2,15.6,8.0,80.0,0.2,1.1,0.0
26.2,13.3,3.0,75.0,0.6,0.8,0.0
29.5,15.7,8.0,72.0,0.7,1.2,0.0
32.9,20.4,54.0,71.0,1.3,1.7,0.0
33.4,23.4,135.0,75.0,1.8,2.6,0.0
33.7,24.6,251.0,79.0,1.4,3.6,1.0
33.5,25.8,347.0,84.0,1.4,4.8,1.0
32.3,25.8,426.0,86.0,1.4,5.3,1.0
32.3,26.0,332.0,85.0,1.2,5.3,1.0
32.5,25.6,229.0,85.0,1.0,4.4,1.0
32.5,23.9,106.0,81.0,0.7,2.7,0.0
31.0,19.9,29.0,78.0,0.6,1.5,0.0
27.4,15.0,2.0,77.0,0.5,0.7,0.0
27.1,13.4,8.0,77.0,0.4,2.0,0.0
32.4,15.5,6.0,74.0,0.3,1.4,0.0
32.6,18.5,20.0,74.0,0.6,4.2,0.0
33.6,22.0,893.0,83.0,1.1,5.0,1.0
33.5,23.9,599.0,83.0,0.7,5.6,1.0
36.0,26.0,403.0,85.0,0.9,6.0,1.0
32.4,25.7,436.0,89.0,1.2,6.7,1.0
33.4,26.5,235.0,85.0,1.2,6.3,1.0
34.6,26.3,147.0,85.0,0.5,5.2,1.0
33.5,23.7,14.0,79.0,0.1,1.8,0.0
32.8,18.4,0.0,76.0,0.1,1.2,0.0
27.6,14.6,40.0,76.0,0.5,2.1,0.0
29.1,12.9,0.0,72.0,0.2,0.8,0.0
30.8,15.6,46.0,73.0,0.2,2.4,0.0
34.6,18.7,36.0,70.0,0.3,2.1,0.0
34.6,22.8,205.0,80.0,1.4,4.3,1.0
36.5,24.9,206.0,79.0,0.6,3.3,1.0
35.6,25.4,663.0,88.0,1.0,6.3,1.0
33.7,26.2,815.0,86.0,1.2,6.2,1.0
33.4,26.0,839.0,88.0,1.4,6.4,1.0
35.4,26.1,250.0,85.0,0.5,4.9,1.0
34.0,23.9,17.0,82.0,0.1,1.8,0.0
32.4,18.5,83.0,79.0,0.2,1.5,0.0
27.5,13.7,8.0,77.0,0.1,0.5,0.0
28.4,13.0,10.0,77.0,0.1,1.4,0.0
30.5,14.6,14.0,73.0,0.2,1.4,0.0
33.6,21.0,148.0,77.0,0.8,2.4,0.0
36.0,23.0,440.0,78.0,1.1,3.0,1.0
35.6,24.2,751.0,82.0,0.5,3.7,1.0
35.5,26.2,307.0,85.0,0.8,5.4,1.0
35.2,26.7,319.0,86.0,0.6,5.2,1.0
34.4,26.1,748.0,88.0,0.7,5.7,1.0
34.1,26.3,332.0,88.0,0.4,4.7,1.0
34.0,24.4,401.0,84.0,0.1,3.6,1.0
33.4,20.0,56.0,79.0,0.1,1.7,0.0
29.5,14.0,37.0,79.0,0.1,0.8,0.0
26.5,12.5,25.0,77.0,0.3,1.0,0.0
31.5,14.2,0.0,70.0,0.4,1.2,0.0
36.1,19.6,1.0,67.0,0.8,1.1,0.0
36.4,22.2,54.0,76.0,1.7,3.0,0.0
36.5,22.5,620.0,82.0,1.5,4.5,1.0
36.2,23.8,1151.0,88.0,1.1,6.0,1.0
33.1,23.5,615.0,87.0,1.0,5.9,1.0
33.5,23.6,724.0,88.0,0.6,6.3,1.0
33.7,22.8,349.0,86.0,0.3,3.9,1.0
34.1,21.3,120.0,85.0,0.1,3.0,1.0
31.4,17.8,0.0,75.0,0.1,0.3,0.0
29.0,13.5,7.0,77.0,0.1,0.8,0.0
29.3,13.2,1.0,77.0,0.0,1.1,0.0
30.1,14.8,0.0,75.0,0.2,1.1,0.0
35.1,22.1,371.0,77.0,1.3,1.9,1.0
35.5,24.3,119.0,79.0,1.4,2.3,0.0
34.5,23.3,515.0,82.0,1.0,3.1,1.0
34.0,25.5,324.0,86.0,0.9,4.8,1.0
33.0,24.9,341.0,89.0,1.1,5.4,1.0
33.5,25.2,437.0,87.0,0.8,4.9,1.0
34.0,25.0,536.0,88.0,0.4,4.6,1.0
34.6,23.2,18.0,81.0,0.3,1.4,0.0
32.9,17.6,0.0,78.0,0.1,0.8,0.0
29.5,13.7,0.0,77.0,0.3,0.5,0.0
29.2,12.8,6.0,80.0,0.3,1.0,0.0
30.7,14.8,0.0,72.0,0.3,1.0,0.0
36.9,20.2,14.0,69.0,0.4,0.9,0.0
34.8,22.7,123.0,77.0,1.5,3.3,0.0
35.5,23.6,157.0,79.0,0.5,2.3,1.0
36.0,26.4,226.0,83.0,0.7,4.2,1.0
33.8,25.9,399.0,86.0,0.9,5.3,1.0
34.7,26.2,283.0,83.0,0.6,4.5,1.0
33.6,25.1,478.0,87.0,0.6,5.1,1.0
32.8,23.4,186.0,83.0,0.2,2.1,1.0
32.5,19.8,197.0,81.0,0.3,1.8,1.0
28.4,15.8,0.0,79.0,0.4,0.9,0.0
28.4,13.6,0.0,77.0,0.4,0.6,0.0
33.0,15.8,0.0,72.0,0.3,0.9,0.0
35.5,20.1,51.0,72.0,0.7,2.2,0.0
35.6,23.3,245.0,78.0,1.4,3.0,1.0
36.2,24.8,105.0,76.0,1.0,2.3,0.0
35.3,26.6,81.0,81.0,1.3,4.1,0.0
33.5,25.8,750.0,87.0,1.1,6.2,1.0
33.5,26.2,559.0,85.0,1.0,5.2,1.0
34.3,26.4,231.0,84.0,0.9,4.7,1.0
33.4,24.2,155.0,80.0,0.4,1.4,1.0
31.9,20.9,20.0,77.0,0.6,2.0,0.0
27.8,15.3,7.0,77.0,0.4,0.8,0.0
27.5,14.0,0.0,74.0,0.5,0.5,0.0
31.4,15.8,50.0,74.0,0.6,1.2,0.0
34.5,20.8,70.0,74.0,0.7,2.2,0.0
35.3,24.0,90.0,77.0,1.1,2.8,0.0
34.5,25.0,336.0,82.0,1.4,4.7,1.0
34.9,26.0,355.0,84.0,1.1,5.1,1.0
33.8,26.2,340.0,85.0,1.1,5.4,1.0
33.2,26.2,303.0,85.0,0.9,5.6,1.0
34.4,25.8,106.0,82.0,0.7,4.4,0.0
33.7,24.2,123.0,79.0,0.7,2.6,0.0
32.2,20.4,74.0,79.0,0.7,2.2,0.0
28.3,16.3,0.0,80.0,0.4,0.6,0.0
27.0,11.8,0.0,73.0,0.4,0.2,0.0
30.8,15.8,0.0,70.0,0.7,0.6,0.0
35.3,20.1,4.0,70.0,0.6,1.3,0.0
34.8,24.9,50.0,75.0,1.7,2.3,0.0
35.4,25.9,83.0,80.0,1.3,3.0,0.0
35.2,25.5,364.0,83.0,1.1,4.7,1.0
33.8,26.0,282.0,84.0,1.2,5.4,1.0
33.6,26.1,203.0,82.0,1.0,5.1,1.0
33.6,25.8,221.0,85.0,0.8,5.2,1.0
31.9,23.9,0.0,84.0,0.6,4.0,0.0
32.3,18.7,0.0,77.0,0.3,0.8,0.0
28.9,13.7,3.0,78.0,0.5,0.7,0.0
28.7,14.2,0.0,82.0,0.4,0.7,0.0
30.6,17.3,36.0,78.0,0.4,2.3,0.0
34.1,19.1,111.0,79.0,0.7,3.4,0.0
34.6,22.6,163.0,78.0,1.3,3.4,1.0
34.8,25.0,189.0,79.0,0.8,4.2,1.0
34.6,26.1,311.0,84.0,0.9,5.3,1.0
33.5,25.7,421.0,86.0,0.8,5.9,1.0
34.3,26.3,177.0,82.0,0.7,5.0,1.0
34.5,26.1,208.0,84.0,0.7,4.8,1.0
32.9,23.3,263.0,81.0,0.5,3.3,0.0
32.1,21.5,55.0,79.0,0.3,2.3,0.0
28.1,15.6,22.0,79.0,0.3,1.3,0.0
27.8,13.3,7.0,77.0,0.3,1.6,0.0
32.5,16.9,23.0,75.0,0.4,0.8,0.0
35.5,21.6,109.0,73.0,0.5,1.4,0.0
35.4,24.3,150.0,78.0,1.0,2.9,1.0
33.5,24.0,376.0,84.0,1.6,5.2,1.0
33.8,25.9,419.0,86.0,0.9,5.5,1.0
33.8,26.5,252.0,84.0,1.0,5.5,1.0
34.4,26.0,320.0,86.0,0.9,5.4,1.0
33.6,25.7,387.0,87.0,0.4,5.1,1.0
33.8,24.5,284.0,85.0,0.5,3.9,1.0
31.1,18.7,6.0,79.0,0.3,1.7,0.0
29.1,14.5,13.0,78.0,0.4,1.3,0.0
27.6,13.2,0.0,80.0,0.4,0.3,0.0
29.1,15.5,96.0,78.0,0.8,2.2,0.0
36.1,22.1,0.0,72.0,1.6,1.8,0.0
35.8,24.7,20.0,74.0,1.9,2.3,0.0
34.9,24.2,147.0,78.0,1.5,4.0,1.0
35.2,26.1,178.0,80.0,1.0,4.7,1.0
34.5,25.8,338.0,86.0,1.4,6.0,1.0
34.1,25.8,335.0,85.0,1.0,5.7,1.0
33.8,25.8,150.0,84.0,1.0,4.7,1.0
33.7,24.5,81.0,81.0,0.5,2.8,0.0
32.6,20.0,1.0,77.0,0.3,2.6,0.0
26.8,14.4,0.0,78.0,0.4,0.3,0.0
28.6,13.3,0.0,78.0,0.5,0.5,0.0
31.6,17.1,108.0,76.0,1.0,1.5,0.0
33.4,19.4,142.0,72.0,0.9,1.9,0.0
35.7,23.1,110.0,76.0,1.2,3.2,0.0
34.8,23.9,317.0,81.0,1.3,4.6,1.0
34.6,26.0,299.0,83.0,1.8,5.7,1.0
33.8,25.9,414.0,85.0,1.2,5.6,1.0
33.1,26.2,448.0,85.0,1.1,5.9,1.0
34.1,25.5,258.0,84.0,0.8,5.4,1.0
33.8,24.6,88.0,82.0,0.2,3.2,0.0
30.8,20.5,7.0,78.0,0.1,0.9,0.0
28.6,16.1,0.0,76.0,0.1,0.9,0.0
29.0,14.7,8.0,71.0,0.2,0.6,0.0
30.2,15.2,9.0,69.0,0.1,1.1,0.0
33.8,21.9,85.0,71.0,0.8,2.4,0.0
36.5,23.4,310.0,75.0,0.4,2.8,1.0
35.6,25.2,178.0,78.0,0.6,3.6,1.0
35.1,25.9,287.0,84.0,0.7,5.0,1.0
34.0,25.8,169.0,82.0,1.0,5.2,1.0
33.5,25.8,383.0,83.0,1.0,5.5,1.0
34.1,25.7,98.0,80.0,0.6,3.7,0.0
33.6,24.0,44.0,77.0,0.2,2.3,0.0
32.7,20.1,1.0,74.0,0.2,2.2,0.0
29.6,14.7,0.0,68.0,0.1,0.4,0.0
27.6,12.8,0.0,70.0,0.4,1.3,0.0
31.0,16.0,25.0,71.0,0.1,1.9,0.0
36.7,19.6,1.0,65.0,0.3,1.1,0.0
35.8,24.0,51.0,73.0,0.6,2.7,0.0
35.8,25.9,177.0,79.0,1.0,4.0,1.0
34.7,26.1,358.0,83.0,0.8,5.2,1.0
33.1,25.7,403.0,84.0,1.0,6.2,1.0
34.6,26.1,484.0,83.0,0.8,5.6,1.0
34.2,26.0,239.0,83.0,0.8,5.2,1.0
34.0,25.2,77.0,79.0,0.5,2.8,0.0
33.0,21.0,194.0,78.0,0.5,2.8,1.0
28.1,15.6,0.0,72.0,0.3,0.3,0.0
28.1,14.3,4.0,77.0,0.4,0.6,0.0
32.5,16.5,10.0,73.0,0.6,0.9,0.0
35.2,22.5,75.0,75.0,0.9,1.9,0.0
35.5,23.9,196.0,77.0,0.8,2.6,1.0
36.4,25.7,96.0,79.0,1.2,3.5,0.0
34.8,25.5,314.0,83.0,1.0,3.3,1.0
34.0,26.2,290.0,84.0,0.7,4.1,1.0
33.8,25.8,218.0,85.0,0.6,3.7,1.0
35.7,26.2,249.0,83.0,0.5,3.5,1.0
34.7,23.9,246.0,80.0,0.6,1.9,1.0
32.8,19.8,20.0,79.0,0.4,1.2,0.0
28.6,16.1,0.0,75.0,0.6,1.4,0.0
27.1,13.0,2.0,74.0,0.4,1.1,0.0
30.5,15.3,29.0,73.0,0.5,1.4,0.0
34.0,21.4,54.0,77.0,0.6,2.2,0.0
33.5,21.0,72.0,79.0,0.9,3.4,0.0
35.5,24.8,133.0,78.0,1.1,4.1,1.0
35.5,25.6,266.0,84.0,1.1,5.8,1.0
34.1,25.9,492.0,87.0,1.1,6.1,1.0
36.8,26.6,338.0,84.0,1.1,5.8,1.0
33.5,25.5,421.0,86.0,0.9,5.6,1.0
33.5,23.6,34.0,79.0,0.6,2.0,0.0
33.1,21.1,0.0,78.0,0.4,1.8,0.0
28.0,15.9,33.0,82.0,0.7,2.1,0.0
26.5,13.7,23.0,82.0,0.7,2.6,0.0
30.7,17.1,54.0,76.0,0.5,1.7,0.0
33.6,19.4,130.0,74.0,1.1,2.3,0.0
34.5,22.9,158.0,80.0,1.3,3.1,1.0
36.0,25.9,237.0,82.0,0.9,4.8,1.0
35.2,27.6,92.0,82.0,1.5,4.8,1.0
33.5,26.1,622.0,87.0,0.9,6.5,1.0
33.7,26.6,336.0,86.0,0.8,6.2,1.0
35.4,26.3,186.0,84.0,0.6,5.3,1.0
35.2,24.4,97.0,82.0,0.3,3.5,0.0
32.6,19.9,157.0,81.0,0.8,1.9,1.0
29.5,15.9,0.0,79.0,0.4,0.1,0.0
29.0,14.6,0.0,76.0,0.6,0.4,0.0
34.0,17.3,0.0,73.0,0.6,0.9,0.0
35.7,21.9,1.0,72.0,0.7,1.2,0.0
35.5,25.4,21.0,76.0,0.9,2.1,0.0
35.5,25.1,357.0,83.0,1.0,4.6,1.0
35.5,25.9,289.0,85.0,1.0,5.7,1.0
33.9,25.7,947.0,88.0,0.6,6.2,1.0
34.0,25.9,323.0,87.0,0.6,6.1,1.0
33.0,25.1,394.0,87.0,0.4,5.4,1.0
33.2,24.6,284.0,86.0,0.5,4.4,1.0
31.6,20.4,4.0,78.0,0.3,0.8,0.0
29.5,16.3,1.0,78.0,0.2,0.4,0.0
29.0,14.0,25.0,78.0,0.5,0.9,0.0
28.1,15.9,15.0,72.0,0.3,3.0,0.0
34.1,20.5,58.0,73.0,0.4,2.2,0.0
34.0,23.6,160.0,78.0,1.0,3.0,1.0
36.1,24.4,470.0,81.0,0.7,4.7,1.0
35.1,25.9,288.0,83.0,0.6,5.7,1.0
35.1,26.3,293.0,83.0,0.7,5.7,1.0
34.6,26.3,214.0,83.0,0.5,5.7,1.0
34.0,25.8,73.0,83.0,0.3,5.1,0.0
35.1,24.8,188.0,83.0,0.3,3.1,1.0
32.0,20.2,1.0,78.0,0.1,0.5,0.0
28.4,14.9,0.0,76.0,0.1,0.2,0.0
27.5,12.6,0.0,73.0,0.4,0.3,0.0
34.1,16.3,25.0,72.0,0.3,1.2,0.0
35.0,20.3,1.0,68.0,0.2,1.2,0.0
36.1,24.2,23.0,74.0,0.6,2.5,0.0
34.6,24.2,448.0,81.0,0.4,4.2,1.0
33.6,25.5,541.0,86.0,0.6,5.8,1.0
34.0,25.8,387.0,84.0,0.7,6.1,1.0
34.2,26.3,197.0,82.0,0.4,5.6,1.0
34.1,25.7,321.0,85.0,0.2,4.4,1.0
34.0,24.9,157.0,84.0,0.1,3.8,1.0
31.4,21.2,76.0,83.0,0.1,2.3,0.0
27.5,15.0,0.0,81.0,0.1,0.6,0.0
28.0,14.4,14.0,78.0,0.1,1.3,0.0
33.0,16.4,0.0,69.0,0.4,0.3,0.0
35.5,20.0,170.0,70.0,0.3,1.6,1.0
34.1,23.0,114.0,77.0,1.1,3.6,0.0
35.7,24.5,376.0,80.0,1.0,4.7,1.0
34.7,25.7,549.0,85.0,0.9,6.1,1.0
34.2,26.0,477.0,86.0,0.7,6.8,1.0
34.0,25.9,409.0,85.0,0.7,5.7,1.0
35.0,25.8,258.0,83.0,0.6,4.9,1.0
34.5,23.9,32.0,79.0,0.3,2.7,0.0
32.0,20.1,77.0,78.0,0.3,2.6,0.0
29.7,16.0,0.0,79.0,0.4,1.4,0.0
26.0,12.3,0.0,80.0,0.5,0.7,0.0
31.0,16.2,13.0,72.0,0.4,1.1,0.0
33.5,19.5,109.0,73.0,0.5,2.0,0.0
35.2,24.6,81.0,79.0,0.9,2.8,0.0
35.7,25.5,125.0,83.0,0.5,3.9,1.0
35.6,25.9,533.0,88.0,0.6,6.0,1.0
35.2,26.3,209.0,86.0,0.7,5.7,1.0
34.7,26.3,279.0,83.0,0.5,5.4,1.0
33.7,26.3,200.0,84.0,0.3,5.4,1.0
33.6,25.6,143.0,83.0,0.2,4.0,1.0
32.0,20.0,0.0,77.0,0.1,0.2,0.0
